25654,25700,#sake#,
,,,
25701,25736,#gale#,
,,,
25737,25774,#male#,
,,,
25775,25808,#pale#,
,,,
25809,25848,#shale,#
,,,
25849,25878,#jail#,
,,,
25879,25928,#bale#,
,,,
25929,25970,#tale#,
,,,
25971,26008,#park#,
,,,
26009,26046,#mark#,
,,,
26047,26089,#shark,#
,,,
26090,26130,#lark#,
,,,
26131,26185,#dark#,
,,,
26186,26225,#bark#,
,,,
26226,26259,#hark#,
,,,
26260,26299,#rent#,
,,,
26300,26336,#dent#,
,,,
26337,26372,#gent#,
,,,
26373,26411,#tent#,
,,,
26412,26448,#went#,
,,,
26449,26488,#sent#,
,,,
26489,26529,#bent#,
,,,
26530,26568,#toil#,
,,,
26569,26606,#foil#,
,,,
26607,26646,#coil#,
,,,
26647,26688,#boil#,
,,,
26689,26726,#soil#,
,,,
26727,26759,#oil#,
,,,
26760,26798,#hold#,
,,,
26799,26841,#fold#,
,,,
26842,26886,#told#,
,,,
26887,26927,#cold#,
,,,
26928,26963,#gold#,
,,,
26964,27005,#sold#,
,,,
27006,27049,#sag#,
,,,
27050,27088,#sat#,
,,,
27089,27130,#sap#,
,,,
27131,27170,#zap#,
,,,
27171,27213,#sack#,
,,,
27214,27251,#sass#,
,,,
27252,27290,#sad#,
,,,
27291,27338,#pan#,
,,,
27339,27377,#pad#,
,,,
27378,27418,#pat#,
,,,
27419,27468,#pang#,
,,,
27469,27507,#pass#,
,,,
27508,27547,#path#,
,,,
27552,27593,#tab#,
,,,
27594,27635,#tan#,
,,,
27636,27675,#tack#,
,,,
27676,27719,#tang#,
,,,
27720,27762,#tam#,
,,,
27763,27802,#tap#,
,,,
27803,27852,#bath#,
,,,
27853,27899,#badge,#
,,,
27900,27939,#bat#,
,,,
27940,27982,#bough,t#
,,,
27983,28030,#bass#,
,,,
28031,28069,#back#,
,,,
28070,28105,#bad#,
,,,
28106,28159,#ban#,
,,,
28160,28196,#sang#,
,,,
28197,28235,#gang#,
,,,
28236,28282,#rang#,
,,,
28283,28320,#hang#,
,,,
28321,28360,#bang#,
,,,
28361,28402,#fang#,
,,,
28403,28444,#mass#,
,,,
28445,28473,#math#,
,,,
28474,28511,#madge,#
,,,
28512,28550,#mad#,
,,,
28551,28585,#map#,
,,,
28586,28622,#man#,
,,,
28623,28656,#mat#,
,,,
28657,28699,#game#,
,,,
28700,28735,#dame#,
,,,
28736,28770,#shame,#
,,,
28771,28814,#same#,
,,,
28815,28851,#fame#,
,,,
28852,28888,#tame#,
,,,
28889,28928,#sane#,
,,,
28929,28967,#safe#,
,,,
28968,29006,#sale#,
,,,
29007,29044,#save#,
,,,
29045,29108,#cane#,
,,,
29109,29144,#cave#,
,,,
29145,29180,#shave,#
,,,
29181,29216,#cape#,
,,,
29217,29253,#cake#,
,,,
29254,29288,#case#,
,,,
29289,29330,#pay#,
,,,
29331,29364,#gay#,
,,,
29365,29401,#say#,
,,,
29402,29438,#way#,
,,,
29439,29477,#may#,
,,,
29478,29515,#day#,
,,,
29516,29553,#they#,
,,,
29554,29589,#lane#,
,,,
29590,29626,#laze#,
,,,
29627,29666,#lace#,
,,,
29667,29706,#lake#,
,,,
29707,29744,#lame#,
,,,
29745,29786,#lay#,
,,,
29787,29824,#late#,
,,,
29825,29866,#pace#,
,,,
29867,29905,#page#,
,,,
29906,29950,#pave#,
,,,
29951,29997,#vest#,
,,,
30000,30046,#they#,
,,,
30047,30088,#nest#,
,,,
30089,30127,#best#,
,,,
30128,30174,#rest#,
,,,
30175,30216,#zest#,
,,,
30217,30254,#test#,
,,,
30255,30296,#west#,
,,,
30297,30345,#den#,
,,,
30346,30382,#hen#,
,,,
30383,30420,#ten#,
,,,
30421,30464,#zen#,
,,,
30465,30502,#pen#,
,,,
30503,30539,#men#,
,,,
30540,30577,#then#,
,,,
30578,30621,#fed#,
,,,
30622,30657,#shed#,
,,,
30658,30698,#bed#,
,,,
30699,30739,#red#,
,,,
30740,30782,#wed#,
,,,
30783,30828,#led#,
,,,
30829,30867,#said#,
,,,
30868,30908,#blue#,
,,,
30909,30952,#clue#,
,,,
30953,30994,#Jew#,
,,,
30995,31035,#shoe#,
,,,
31036,31075,#glue#,
,,,
31076,31111,#due#,
,,,
31112,31143,#rue#,
,,,
31144,31185,#true#,
,,,
31186,31226,#brew#,
,,,
31227,31262,#screw,#
,,,
31263,31301,#crew#,
,,,
31302,31338,#grew#,
,,,
31339,31379,#drew#,
,,,
31380,31420,#shrew,#
,,,
31421,31458,#woo#,
,,,
31459,31499,#loo#,
,,,
31500,31540,#zoo#,
,,,
31542,31576,#moo#,
,,,
31577,31616,#boo#,
,,,
31617,31654,#too#,
,,,
31657,31700,#couch,#
,,,
31702,31739,#crouc,h#
,,,
31740,31780,#ouch#,
,,,
31781,31819,#pouch,#
,,,
31820,31856,#grouc,h#
,,,
31857,31899,#vouch,#
,,,
31900,31946,#groun,d#
,,,
31947,31991,#bound,#
,,,
31992,32052,#found,#
,,,
32053,32092,#hound,#
,,,
32093,32133,#round,#
,,,
32134,32177,#sound,#
,,,
32178,32232,#bite#,
,,,
32233,32274,#cite#,
,,,
32275,32315,#quite,#
,,,
32316,32357,#mite#,
,,,
32358,32396,#kite#,
,,,
32397,32432,#rite#,
,,,
32433,32478,#bight,#
,,,
32479,32533,#bligh,t#
,,,
32534,32571,#brigh,t#
,,,
32572,32615,#fight,#
,,,
32616,32658,#fligh,t#
,,,
32659,32697,#frigh,t#
,,,
32698,32740,#pay#,
,,,
32741,32786,#pane#,
,,,
32787,32856,#bow#,
,,,
32857,32895,#flow#,
,,,
32896,32936,#blow#,
,,,
32937,32978,#mow#,
,,,
32979,33021,#row#,
,,,
33022,33065,#throw,#
,,,
33066,33099,#bite#,
,,,
33100,33151,#crow#,
,,,
33152,33192,#glow#,
,,,
33193,33233,#know#,
,,,
33234,33280,#low#,
,,,
33281,33323,#slow#,
,,,
33324,33363,#stow#,
,,,
33364,33410,#sew#,
,,,
33411,33454,#show#,
,,,
33455,33494,#Joe#,
,,,
33495,33542,#tow#,
,,,
33543,33584,#boat#,
,,,
33585,33627,#coat#,
,,,
33628,33675,#goat#,
,,,
33676,33723,#throa,t#
,,,
33724,33769,#moat#,
,,,
33770,33815,#batch,#
,,,
33816,33863,#bash#,
,,,
33864,33910,#bath#,
,,,
33911,33964,#match,#
,,,
33965,34010,#catch,#
,,,
34011,34065,#cache,#
,,,
34066,34121,#latch,#
,,,
34122,34167,#lash#,
,,,
34169,34210,#patch,#
,,,
34211,34253,#thatc,h#
,,,
34254,34294,#path#,
,,,
34295,34337,#thatc,h#
,,,
34338,34384,#ratch,#
,,,
34385,34436,#rash#,
,,,
34437,34484,#sash#,
,,,
34485,34531,#dash#,
,,,
34532,34575,#sow#,
,,,
34576,34621,#chow#,
,,,
34622,34667,#chase,#
,,,
34668,34715,#chais,e#
,,,
34717,34748,#sow#,
,,,
34749,34777,#quid#,
,,,
34778,34820,#sum#,
,,,
34821,34861,#putt#,
,,,
34862,34905,#puck#,
,,,
34906,34952,#heath,#
,,,
34954,34994,#bale#,
,,,
34995,35037,#found,#
,,,
